name,party,dim1,dim2
Christian von Stetten,CDU/CSU,0.029540714609344883,0.0668894837521179
Christiane Schenderlein,CDU/CSU,0.02948594989573939,0.06393601310848782
Christina Stumpp,CDU/CSU,0.030274530725582297,0.055389741029833184
Christoph Ploß,CDU/CSU,0.02907091815295287,0.06905706518855333
Christoph de Vries,CDU/CSU,0.029535185800566983,0.06563321233733221
Daniela Ludwig,CDU/CSU,0.029037336605263732,0.06306451670054943
Detlef Seif,CDU/CSU,0.029169497710506365,0.06621947624455714
Diana Stöcker,CDU/CSU,0.030090016004984524,0.05194156738019615
Dieter Stier,CDU/CSU,0.028473136445980454,0.06362934981857335
Dietrich Monstadt,CDU/CSU,0.029031602236812788,0.06699073671335273
Dorothee Bär,CDU/CSU,0.028750785014306217,0.06158100860178542
Elisabeth Winkelmeier-Becker,CDU/CSU,0.027771342117402675,0.06108267714841672
Emmi Zeulner,CDU/CSU,0.029779130860189112,0.062359607858141354
Enak Ferlemann,CDU/CSU,0.029643538543418828,0.06263620541926522
Erich Irlstorfer,CDU/CSU,0.03084201025147517,0.04276836374568824
Erwin Rüddel,CDU/CSU,0.02905559661643497,0.06632879850481563
Fabian Gramling,CDU/CSU,0.030110764130807998,0.0628014515538365
Felix Schreiner,CDU/CSU,0.029038087980064527,0.06507869743520779
Florian Hahn,CDU/CSU,0.030871620224069023,0.061548735995450965
Florian Müller,CDU/CSU,0.0291753277404011,0.062146539654899406
Florian Oßner,CDU/CSU,0.02964058121669335,0.0672646577952164
Franziska Hoppermann,CDU/CSU,0.028624004871168514,0.06711958768297363
Friedrich Merz,CDU/CSU,0.02800464204209994,0.06565506330735559
Fritz Güntzler,CDU/CSU,0.029304165724094732,0.06280949000581777
Georg Kippels,CDU/CSU,0.02906152911032611,0.0657096725119416
Gero Storjohann,CDU/CSU,0.030267783343652422,0.01038349768687724
Gitta Connemann,CDU/CSU,0.029331199227068644,0.06123458823189782
Gunther Krichbaum,CDU/CSU,0.030195384698951444,0.0628489016987214
Günter Krings,CDU/CSU,0.03013128798575361,0.06064020901637359
Hans-Jürgen Thies,CDU/CSU,0.028017715461494144,0.06424398144472099
Hans-Peter Friedrich,CDU/CSU,0.030588370836634363,0.04820933472346996
Hansjörg Durz,CDU/CSU,0.0289706789570823,0.06820633957779199
Heike Brehmer,CDU/CSU,0.02945181519741312,0.04546795384641355
Helge Braun,CDU/CSU,0.02943500201684038,0.0625037693785115
Hendrik Hoppenstedt,CDU/CSU,0.03054398996854844,0.05663659715565525
Henning Otte,CDU/CSU,0.030228775199698688,0.06098563100339747
Henning Rehbaum,CDU/CSU,0.029436846501795816,0.06291037089395328
Hermann Färber,CDU/CSU,0.028899884162209306,0.06160991857143572
Hermann Gröhe,CDU/CSU,0.02953861313975283,0.06622257897109844
Hermann-Josef Tebroke,CDU/CSU,0.029231571200469583,0.067073601455766907
Hubert Hüppe,CDU/CSU,0.029096718335480293,0.0636152043365084
Inge Gräßle,CDU/CSU,0.028561937735724158,0.05968139821085947
Ingmar Jung,CDU/CSU,0.028819951927561704,0.04317474467879763
Ingo Gädechens,CDU/CSU,0.03004782375632013,0.06425999639146275
Ingo Wellenreuther,CDU/CSU,0.0480115005633042,0.012811362623940862
Ingrid Pahlmann,CDU/CSU,0.03431890460473047,0.02536087124856201
Jan Metzler,CDU/CSU,0.029117407671930755,0.06848288928300655
Jan-Marco Luczak,CDU/CSU,0.031611167739843044,0.05350515637697824
Jana Schimke,CDU/CSU,0.029640989594392007,0.04770095773421617
Jens Koeppen,CDU/CSU,0.019434573397084324,0.028604262285828325
Jens Lehmann,CDU/CSU,0.02984236651438855,0.06528417429639166
Jens Spahn,CDU/CSU,0.028070893465797938,0.05849136561763216
Johann Wadephul,CDU/CSU,0.029043137594867343,0.05880388218692176
Johannes Steiniger,CDU/CSU,0.02994292492306348,0.06643403355977495
Jonas Geissler,CDU/CSU,0.030790018332801327,0.06080784996749496
Josef Oster,CDU/CSU,0.030074895436991215,0.061657522421111416
Josef Rief,CDU/CSU,0.02967345280251441,0.06520025548014992
Julia Klöckner,CDU/CSU,0.029832313033843132,0.061635539324238764
Jürgen Hardt,CDU/CSU,0.030970223621195926,0.06215270171784476
Kai Whittaker,CDU/CSU,0.030214141078563767,0.06085068623151865
Katja Leikert,CDU/CSU,0.02964930607250934,0.06198926206768592
Katrin Staffler,CDU/CSU,0.030117564303982308,0.05283050207083191
Kerstin Radomski,CDU/CSU,0.02823300592128742,0.0613934260675608
Kerstin Vieregge,CDU/CSU,0.030362172859861918,0.06068588122737443
Klaus Mack,CDU/CSU,0.029450804987066752,0.06636942281112568
Klaus Wiener,CDU/CSU,0.02869932627880554,0.06589858260832318
Klaus-Peter Willsch,CDU/CSU,0.02966860061161276,0.055438132762086895
Knut Abraham,CDU/CSU,0.029332550332813383,0.06848839378924992
Lars Rohwer,CDU/CSU,0.02856601203613723,0.06746480087447093
Manfred Grund,CDU/CSU,0.030871627025937647,0.0466765147940141
Marc Biadacz,CDU/CSU,0.029009154636725716,0.0672266235070857
Marc Henrichmann,CDU/CSU,0.0295077755647765,0.06706059052238199
Marco Wanderwitz,CDU/CSU,0.02802330942450949,0.055518938761255875
Mareike Lotte Wulf,CDU/CSU,0.028955461330173744,0.06716962766393314
Maria-Lena Weiss,CDU/CSU,0.028998216213631932,0.06192353333516104
Mario Czaja,CDU/CSU,0.028445193865155895,0.06024188231500111
Mark Helfrich,CDU/CSU,0.02950489933760566,0.06195476399978376
Markus Grübel,CDU/CSU,0.029992195218963808,0.06106969293582602
Markus Koob,CDU/CSU,0.029455085285685478,0.062450420455488403
Markus Reichel,CDU/CSU,0.028950794839035978,0.06889908084483344
Markus Uhl,CDU/CSU,0.029797166866946116,0.06733646675307271
Marlon Bröhr,CDU/CSU,0.030016806908301094,0.06429505370793533
Martin Plum,CDU/CSU,0.029179442727851824,0.06787665748657981
Martina Englhardt-Kopf,CDU/CSU,0.029043496825717257,0.06703935923206707
Mathias Middelberg,CDU/CSU,0.029838975386633996,0.061524550734458186
Matthias Hauer,CDU/CSU,0.029146365842098846,0.06913403223907547
Max Straubinger,CDU/CSU,0.02760373518024819,0.06175228373683794
Maximilian Mörseburg,CDU/CSU,0.029784118639461243,0.0670781487206854
Mechthild Heil,CDU/CSU,0.03159881046499861,0.05241706800962339
Mechthilde Wittmann,CDU/CSU,0.02915945750024882,0.06673317879424509
Melanie Bernstein,CDU/CSU,0.031695584829813966,0.04190909088409575
Michael Brand,CDU/CSU,0.030296405284285538,0.057018682028678595
Michael Breilmann,CDU/CSU,0.029987773827765192,0.061202601467639194
Michael Donth,CDU/CSU,0.0293735225161514,0.06735454155967924
Michael Frieser,CDU/CSU,0.02770057432430832,0.05391316655567454
Michael Grosse-Brömer,CDU/CSU,0.029434096093133095,0.0582974984011099
Michael Hennrich,CDU/CSU,0.026618779342185962,0.028215796679497834
Michael Kießling,CDU/CSU,0.029602787850869304,0.06697220951896228
Michael Meister,CDU/CSU,0.029419467531781235,0.06881274571279082
Monika Grütters,CDU/CSU,0.028890771336435455,0.05779112571879982
