name,party,dim1_imp,dim1_dc
Nicolas Zippelius,CDU/CSU,0.029767475786764003,0.050469285578756275
Nina Warken,CDU/CSU,0.0288665540997565,0.05195280957692468
Norbert Maria Altenkamp,CDU/CSU,0.029699862395900088,0.053230472963293515
Norbert Röttgen,CDU/CSU,0.03058712221300832,0.05064676279549176
Olav Gutting,CDU/CSU,0.02737496404534068,0.05326461060504264
Oliver Grundmann,CDU/CSU,0.028114457711488853,0.0513820523443711
Oliver Vogt,CDU/CSU,0.029146365842098846,0.058508078444458815
Ottilie Klein,CDU/CSU,0.029891540487450127,0.056597876793719096
Patricia Lips,CDU/CSU,0.029044185584349607,0.050177037852900376
Patrick Schnieder,CDU/CSU,0.028706758304794373,0.05613489100556147
Paul Lehrieder,CDU/CSU,0.029398199666416762,0.05820313316467963
Paul Ziemiak,CDU/CSU,0.029335783101674864,0.04693348797366147
Peter Aumer,CDU/CSU,0.029146365842098846,0.058508078444458815
Peter Beyer,CDU/CSU,0.02977700655933979,0.049275538905325135
Peter Ramsauer,CDU/CSU,0.027917070713665476,0.03639171198878783
Petra Nicolaisen,CDU/CSU,0.029310662784868755,0.05757936886544413
Philipp Amthor,CDU/CSU,0.029443336800711338,0.05444501772923799
Ralph Brinkhaus,CDU/CSU,0.0293797401241787,0.05528083430159901
Ralph Edelhäußer,CDU/CSU,0.029944538199245165,0.05367120458081025
Reinhard Brandl,CDU/CSU,0.029066578643367452,0.05247215580087135
Roderich Kiesewetter,CDU/CSU,0.030604781826244112,0.04593195924506316
Ronja Kemmer,CDU/CSU,0.02937166316965998,0.04375060257003297
Sabine Weiss,CDU/CSU,0.029349087864774394,0.04430814426232208
Sebastian Brehm,CDU/CSU,0.030125379919727066,0.0510719519375893
Sepp Müller,CDU/CSU,0.028631851246950883,0.057514857576088006
Serap Güler,CDU/CSU,0.029143484126014106,0.05442395452496435
Silke Launert,CDU/CSU,0.029582810768594533,0.05219384530477291
Silvia Breher,CDU/CSU,0.028901732291735673,0.04882786649258146
Simone Borchardt,CDU/CSU,0.02836848738494095,0.048344810673750134
Stefan Heck,CDU/CSU,0.028866110587189808,0.04990444000487433
Stefan Kaufmann,CDU/CSU,0.03695907293908459,0.010250847706339106
Stefan Müller,CDU/CSU,0.028780851018111387,0.043942640782252906
Stefan Nacke,CDU/CSU,0.029397471960510565,0.05766116239780367
Stefan Rouenhoff,CDU/CSU,0.028792922521994883,0.05361957074719912
Steffen Bilger,CDU/CSU,0.030032758201332825,0.05566248971208757
Stephan Albani,CDU/CSU,0.029535734699645932,0.05614961684484916
Stephan Mayer,CDU/CSU,0.03009893418543908,0.04984369787466258
Stephan Pilsinger,CDU/CSU,0.028980063521217934,0.04730960567085106
Stephan Stracke,CDU/CSU,0.029684364020774803,0.056677935059995355
Susanne Hierl,CDU/CSU,0.029051252084545842,0.05588875957482762
Thomas Bareiß,CDU/CSU,0.02968499279523988,0.04562754947700568
Thomas Erndl,CDU/CSU,0.030043800418127983,0.05273414115819361
Thomas Gebhart,CDU/CSU,0.029613938821009992,0.051352018302624716
Thomas Heilmann,CDU/CSU,0.02950050768571545,0.04887994807755834
Thomas Jarzombek,CDU/CSU,0.029672798974637923,0.053226003673005
Thomas Rachel,CDU/CSU,0.028740947307743944,0.054600312787328575
Thomas Röwekamp,CDU/CSU,0.030069346698889686,0.052872246538229556
Thomas Silberhorn,CDU/CSU,0.029615012302221102,0.057780793018505326
Thorsten Frei,CDU/CSU,0.028942280801653866,0.05846031995849294
Tilman Kuban,CDU/CSU,0.030796246092172755,0.04883980803043129
Tino Sorge,CDU/CSU,0.029444256938727827,0.05214110715913951
Tobias Winkler,CDU/CSU,0.03012201426463905,0.05002859155423044
Ulrich Lange,CDU/CSU,0.029263546784079043,0.054561169078880194
Ursula Groden-Kranich,CDU/CSU,0.05149954970147543,-1.277363638641472e-4
Uwe Feiler,CDU/CSU,0.028835910196035094,0.05208107206376119
Volker Mayer-Lay,CDU/CSU,0.02937241141737399,0.05607699471486521
Volker Ullrich,CDU/CSU,0.02955313019416622,0.057116104981459796
Volkmar Klein,CDU/CSU,0.029545156532673474,0.05486124028715354
Wilfried Oellers,CDU/CSU,0.029507398810449403,0.056069654982472295
Wolfgang Schäuble,CDU/CSU,0.029041352753341777,0.034689634691570444
Wolfgang Stefinger,CDU/CSU,0.02804622350368717,0.05469663845865359
Yannick Bury,CDU/CSU,0.029206568710416787,0.05176169976768056
Yvonne Magwas,CDU/CSU,0.02865554773187117,0.047984167383309996
Alexander Ulrich,DIE LINKE.,0.011978530770471656,0.009465253704012378
Ali Al-Dailami,DIE LINKE.,0.012610508756739344,0.007738282978200706
Amira Mohamed Ali,DIE LINKE.,0.013538006711378987,0.010075375029256107
Andrej Hunko,DIE LINKE.,0.011628889700262268,0.006992824612246729
André Hahn,DIE LINKE.,0.011242097070713693,0.007383885535543521
Anke Domscheit-Berg,DIE LINKE.,0.015866100492906102,0.0033458256563580605
Ates Gürpinar,DIE LINKE.,0.013137192504626735,0.007352272974934892
Bernd Riexinger,DIE LINKE.,0.014120087255545139,0.0028158064644901617
Caren Lay,DIE LINKE.,0.01544757044879354,-4.641619249595154e-4
Christian Görke,DIE LINKE.,0.013852753508269979,0.003435329466802945
Christian Leye,DIE LINKE.,0.010353015665959822,0.002949544781242313
Clara Bünger,DIE LINKE.,0.01501151010342581,0.004352004107725784
Cornelia Möhring,DIE LINKE.,0.016308416232181447,0.004484425967295592
Dietmar Bartsch,DIE LINKE.,0.013040667627236657,0.006013733828304261
Gesine Lötzsch,DIE LINKE.,0.013346407821319392,0.005555846958264645
Gregor Gysi,DIE LINKE.,0.01412995327331273,0.0035828498939637905
Gökay Akbulut,DIE LINKE.,0.015133478605547541,0.007175779915725793
Heidi Reichinnek,DIE LINKE.,0.01225910204868164,0.004266784570084298
Ina Latendorf,DIE LINKE.,0.013675449194033174,0.005150191784564218
Jan Korte,DIE LINKE.,0.011898725021340848,1.4126414312231974e-4
Janine Wissler,DIE LINKE.,0.013621667056032636,0.005131831512958644
Jessica Tatti,DIE LINKE.,0.009875069257171062,0.009395048582020933
Jörg Cezanne,DIE LINKE.,0.017898339459516098,-0.0034287985429319497
Kathrin Vogler,DIE LINKE.,0.013459760860167416,5.798138305762018e-4
Katja Kipping,DIE LINKE.,0.004927430862110724,4.504174245379516e-4
Klaus Ernst,DIE LINKE.,0.012012017462042548,0.008780113436762951
Martina Renner,DIE LINKE.,0.015521213265212937,0.00468820388960344
Matthias W. Birkwald,DIE LINKE.,0.012274423126336424,0.0048931157593531316
Nicole Gohlke,DIE LINKE.,0.014304096099841722,0.006307554895897586
Pascal Meiser,DIE LINKE.,0.01462577530050443,0.010357510386549909
Petra Pau,DIE LINKE.,0.013926397580431356,0.006791491559146128
Petra Sitte,DIE LINKE.,0.013127778580766853,0.004872951981569677
Ralph Lenkert,DIE LINKE.,0.01290944893005532,0.002680380572807205
Sahra Wagenknecht,DIE LINKE.,0.012146064839356449,0.006678270497544683
Sevim Dağdelen,DIE LINKE.,0.011043138016070413,0.009888366988855557
Susanne Ferschl,DIE LINKE.,0.012933256546969439,0.002126898506004136
Susanne Hennig-Wellsow,DIE LINKE.,0.01815677111314993,0.002249450453842424
Sören Pellmann,DIE LINKE.,0.012129133752649951,0.0047108094250618545
Thomas Lutze,DIE LINKE.,0.023668442303569487,-0.006752251785998337
Victor Perli,DIE LINKE.,0.013391876361609536,0.0067126116312424796
Zaklin Nastić,DIE LINKE.,0.013490236252598828,0.007192274118717807
Alexander Graf Lambsdorff,FDP,0.04271136333009443,-0.013717410034592804
Alexander Müller,FDP,0.042912857067755335,-0.027659377675388837
Andrew Ullmann,FDP,0.04290104262250243,-0.02944576805227629
Anikó Glogowski-Merten,FDP,0.04247319830435206,-0.03226839538045133
Anja Schulz,FDP,0.04251106760149109,-0.030059333806797792
Ann-Veruschka Jurisch,FDP,0.042662819418876424,-0.02769956214874878
Benjamin Strasser,FDP,0.04292643025085541,-0.030141641563097035
Bernd Reuther,FDP,0.042306732531002325,-0.02892514591014922
Bettina Stark-Watzinger,FDP,0.04218924067504311,-0.02362375655887365
Bijan Djir-Sarai,FDP,0.04236090829739664,-0.027298871657775944
Carina Konrad,FDP,0.04290579001320325,-0.028571293721084023
Carl-Julius Cronenberg,FDP,0.042788018757399064,-0.027842198021203114
Christian Bartelt,FDP,0.04127223217135823,-0.012063787647196298
Christian Dürr,FDP,0.042652989398410335,-0.028868554762514383
Christian Lindner,FDP,0.04036846734115561,-0.017881206238613712
Christian Sauter,FDP,0.041857225667749534,-0.024431140988280618
Christine Aschenberg-Dugnus,FDP,0.0427367315896996,-0.028948208215547607
Christoph Hoffmann,FDP,0.042585813285560985,-0.024928037178327235
Christoph Meyer,FDP,0.0428028510712273,-0.02940415868135517
Claudia Raffelhüschen,FDP,0.04269443945254968,-0.03081110804563819
Daniel Föst,FDP,0.04313341043962224,-0.02723587775613648
Daniela Kluckert,FDP,0.043539600797997,-0.022645641254900723
Fabian Griewel,FDP,0.0382077293594745,-8.162963318913046e-4
Florian Toncar,FDP,0.04283026039336783,-0.027576140400908767
Frank Müller-Rosentritt,FDP,0.04219157175997999,-0.0280836677601071
Frank Schäffler,FDP,0.04221123538826765,-0.028604397938418815
Friedhelm Boginski,FDP,0.042764704682140164,-0.031007011846788522
Gerald Ullrich,FDP,0.042039291894643664,-0.0258475664148029
Gero Hocker,FDP,0.04254840432075334,-0.03025565969017108
Gyde Jensen-Bornhöft,FDP,0.04249152215661637,-0.026772859564501976
Hagen Reinhold,FDP,0.04160871964515187,-0.01423319575833306
Ingo Bodtke,FDP,0.042312318224651195,-0.02863136930711128
Jens Beeck,FDP,0.04228639533541467,-0.028853209729169285
Jens Brandenburg,FDP,0.04293516794608004,-0.0303821257242946
Jens Teutrine,FDP,0.0429208066744703,-0.027709439259080277
Johannes Vogel,FDP,0.04259172897116513,-0.023575247561556836
Judith Skudelny,FDP,0.042400219116129415,-0.027664139043352808
Julian Simon Grünke,FDP,0.0382077293594745,-8.162963318913046e-4
Jürgen Lenders,FDP,0.04287092017587207,-0.029810951133703887
Karlheinz Busen,FDP,0.04278976804437344,-0.02488862936191798
Karsten Klein,FDP,0.042513501018948,-0.030946482807119622
Katharina Willkomm,FDP,0.04152848853144646,-0.012145330271209762
Katja Adler,FDP,0.041478880892565705,-0.025218175759717045
Katja Hessel,FDP,0.04263597439261425,-0.027759617139940084
Katrin Helling-Plahr,FDP,0.043141063412569666,-0.030828641598517482
Knut Gerschau,FDP,0.042617004831397416,-0.030466775455662082
Konrad Stockmeier,FDP,0.04287506185593955,-0.030337568481855284
Konstantin Kuhle,FDP,0.04293356570637167,-0.030433952759226567
Kristine Lütke,FDP,0.042873938075879955,-0.03139891408136451
Lars Lindemann,FDP,0.04164238198720971,-0.023517563966515637
Linda Teuteberg,FDP,0.04100221369984017,-0.02374653703321025
Lukas Köhler,FDP,0.04258122991210521,-0.02844278060819188
Manfred Todtenhausen,FDP,0.042803568631100034,-0.029328581041361504
Manuel Höferlin,FDP,0.042930958379955836,-0.0295279215557268
Marco Buschmann,FDP,0.0423693494641807,-0.02621184832633465
Marcus Faber,FDP,0.043150513592027866,-0.0241761084476091
Marie-Agnes Strack-Zimmermann,FDP,0.04242372807197308,-0.02360283936684985
Mario Brandenburg,FDP,0.042724069821801124,-0.03021563058464353
Markus Herbrand,FDP,0.042750994155953057,-0.030156623220798692
Martin Gassner-Herz,FDP,0.04264463075359569,-0.029854210636507728
Matthias Seestern-Pauly,FDP,0.04274584071970695,-0.026025423312004782
Max Mordhorst,FDP,0.042939056828093965,-0.025961530375373014
Maximilian Funke-Kaiser,FDP,0.042912689924574664,-0.030430033666685292
Michael Kruse,FDP,0.04268513226516666,-0.029808262059448483
Michael Link,FDP,0.042361564593633314,-0.022700124021152106
Michael Theurer,FDP,0.04247173314650533,-0.020730914554446835
Muhanad Al-Halak,FDP,0.042986579063230085,-0.03086229954159052
Nico Tippelt,FDP,0.04194976301201483,-0.02346877051248787
Nicole Bauer,FDP,0.04304719919295792,-0.016833964502257232
Nicole Westig,FDP,0.04275570346715306,-0.029074394098878194
Nils Gründer,FDP,0.04228696554680471,-0.023696496362769864
Olaf in der Beek,FDP,0.04290386426753042,-0.0314110014682471
Oliver Luksic,FDP,0.041791705880669675,-0.025500424531472683
Otto Fricke,FDP,0.042748831264192245,-0.030545750783423958
Pascal Kober,FDP,0.04272164396049927,-0.026942949360425676
Peter Heidt,FDP,0.04287641134054073,-0.02957752584976786
Philipp Hartewig,FDP,0.04307222236990244,-0.030509420238759456
Rainer Semet,FDP,0.043138165035623774,-0.02789219021598595
Reginald Hanke,FDP,0.0409814724065553,-0.022675184867028565
Reinhard Houben,FDP,0.042476735808255256,-0.03040087620302489
Renata Alt,FDP,0.04240564668696652,-0.028400530904147875
Ria Schröder,FDP,0.04251397552151256,-0.030316026039579277
Sandra Bubendorfer-Licht,FDP,0.0427688857434611,-0.03019276553120319
Sandra Weeser,FDP,0.04288373752178033,-0.02355745514723405
Stephan Seiter,FDP,0.04280803820659773,-0.030931230465238768
Stephan Thomae,FDP,0.04291361719557048,-0.03125134463285092
Thomas Hacker,FDP,0.04294814373914022,-0.03018345296041253
Thomas Sattelberger,FDP,0.03947629685343018,-0.007144101046225558
Thorsten Lieb,FDP,0.04287780186943027,-0.03039100992977041
Till Mansmann,FDP,0.04298147925265708,-0.02818603684600679
Tim Wagner,FDP,0.04250211686587665,-0.004613653070994365
Torsten Herbst,FDP,0.04300122047029586,-0.03091713786284096
Ulrich Lechte,FDP,0.04241886989951884,-0.027090295389792497
Ulrike Harzer,FDP,0.04284680208548796,-0.022938973680427247
Valentin Abel,FDP,0.042188584319846845,-0.030625968632268102
Volker Redder,FDP,0.04234588984544929,-0.026999997206642475
Volker Wissing,FDP,0.04301632458266276,-0.02436750417096339
Wolfgang Kubicki,FDP,0.041451957945752155,-0.016872139224436065
Achim Post,SPD,0.042768554397289056,-0.031846352141719846
Adis Ahmetović,SPD,0.04279840975343121,-0.030490707999346934
Alexander Bartz,SPD,0.043168949809357794,-0.022322566937871078
Ana-Maria Trăsnea,SPD,0.04081341257819998,-0.010165870491789004
Andreas Larem,SPD,0.04319575518774208,-0.032587481471926014
Andreas Mehltretter,SPD,0.04311375346856987,-0.03354184736624922
Andreas Philippi,SPD,0.041621339277934065,-0.014348751398664086
Andreas Rimkus,SPD,0.04292780796867955,-0.03228542206326666
Andreas Schwarz,SPD,0.042455760459644436,-0.03168748692708813
Anette Kramme,SPD,0.042848770842729325,-0.02745971265052399
Angela Hohmann,SPD,0.04258791297520244,-0.007367738690577223
Angelika Glöckner,SPD,0.043266373995914376,-0.0321165876129786
Anja Troff-Schaffarzyk,SPD,0.04321145444096534,-0.03430801422087367
Anke Hennig,SPD,0.042917361604533126,-0.03282887755408206
Anna Kassautzki,SPD,0.041427785823819285,-0.02700120846949979
Annika Klose,SPD,0.042805406332951726,-0.033512367895260506
Ariane Fäscher,SPD,0.042791656217010594,-0.031280795387823856
Armand Zorn,SPD,0.04294188439020801,-0.0344679793715309
Axel Echeverria,SPD,0.04220828186707162,-0.03362250791352684
Axel Schäfer,SPD,0.0426694789342911,-0.031311458904876924
Aydan Özoğuz,SPD,0.043146560905887095,-0.0307557095165521
Bengt Bergt,SPD,0.04315730584151592,-0.03544961661420746
Bernd Rützel,SPD,0.04307975232418203,-0.03370934409850021
Bernd Westphal,SPD,0.04274608955225348,-0.032427305937961774
Bernhard Daldrup,SPD,0.04334152401509631,-0.033761376260926554
Bettina Hagedorn,SPD,0.04324796424180151,-0.03567321323514368
Bettina Lugk,SPD,0.04284198539469132,-0.03127837204303053
Bettina Müller,SPD,0.04042101513292005,-0.02186625206998488
Brian Nickholz,SPD,0.0432241572589661,-0.035690111898739524
Bärbel Bas,SPD,0.043104720737151075,-0.034534714760408494
Bärbel Kofler,SPD,0.04310181258926719,-0.03306893019000545
Cansel Kiziltepe,SPD,0.0423798338599464,-0.014288454999183225
Carlos Kasper,SPD,0.04297874305502735,-0.03328272437010517
Carmen Wegge,SPD,0.04284539360202964,-0.0344470480320348
Carolin Wagner,SPD,0.042333491764543395,-0.0327801927123448
Carsten Schneider,SPD,0.04271826596848408,-0.030176507852792675
Carsten Träger,SPD,0.0432548322806489,-0.03566544145099157
Christian Petry,SPD,0.0427807639764086,-0.022181296488870624
Christian Schreider,SPD,0.04306628761848864,-0.03131297265777295
Christoph Schmid,SPD,0.04275734256160917,-0.0324204265883606
Christos Pantazis,SPD,0.042739899886079985,-0.028631993177487058
Claudia Moll,SPD,0.042743616872062754,-0.0303247638777754
Claudia Tausend,SPD,0.043076259999722914,-0.035110157925866456
Dagmar Andres,SPD,0.04198247348878839,-0.027093595155267134
Dagmar Schmidt,SPD,0.04312554454307948,-0.03286800315083687
Daniel Baldy,SPD,0.043309556232600445,-0.032609195851901765
Daniel Rinkert,SPD,0.04305645199979455,-0.024697316715472158
Daniel Schneider,SPD,0.04363502786019538,-0.03131434751877591
Daniela De Ridder,SPD,0.04206302926856974,-0.02029506817778229
Dennis Rohde,SPD,0.04297013776410782,-0.03180142223653701
Derya Türk-Nachbaur,SPD,0.04309941099658646,-0.03095875418873247
Detlef Müller,SPD,0.04321126439400259,-0.03569356288242223
Dietmar Nietan,SPD,0.04325754956189719,-0.027142877509774923
Dirk Heidenblut,SPD,0.04257832946070668,-0.030368914319898254
Dirk Vöpel,SPD,0.042998334268929815,-0.035004799801304796
Dirk Wiese,SPD,0.04325171893228052,-0.0347846369578224
Dirk-Ulrich Mende,SPD,0.04140078030118836,-0.019008985372011424
Dorothee Martin,SPD,0.04283372766699404,-0.03275057150987784
Dunja Kreiser,SPD,0.04343212236941916,-0.031911591488697745
Edgar Franke,SPD,0.04304193070180068,-0.031977055173377185
Elisabeth Kaiser,SPD,0.04311819344747638,-0.03500519979002117
Emily Vontz,SPD,0.041566850451604236,-0.020582584297010608
Erik von Malottki,SPD,0.03972134037219308,-0.02611640030381143
Esra Limbacher,SPD,0.04235467691673776,-0.03273229352814599
Esther Dilcher,SPD,0.04295130816157028,-0.034079744486438475
Fabian Funke,SPD,0.04289308038321817,-0.03466662813594292
Falko Droßmann,SPD,0.04344065887039553,-0.03285020988035791
Falko Mohrs,SPD,0.03824349840257197,-0.010737552827946547
Felix Döring,SPD,0.043328618608875505,-0.034545617410045935
Frank Junge,SPD,0.042801954403228495,-0.03270030740084931
Frank Schwabe,SPD,0.04302068304209559,-0.027249277503169276
Frank Ullrich,SPD,0.04259166528522795,-0.03082107571540077
Franziska Kersten,SPD,0.043157193492956,-0.0339144829863358
Franziska Mascheck,SPD,0.04314437180591385,-0.033777500966587354
Frauke Heiligenstadt,SPD,0.04317242108221069,-0.03334235638032666
Gabriela Heinrich,SPD,0.042768099272676566,-0.03211317662859403
Gabriele Katzmarek,SPD,0.04169791377576374,-0.02582287713244598
Gülistan Yüksel,SPD,0.04199018751055953,-0.028762199931328572
Hakan Demir,SPD,0.042858495262273116,-0.03446860598558588
Hannes Walter,SPD,0.04273924286441818,-0.033728868024393954
Heike Baehrens,SPD,0.04312500053780198,-0.033925052920859095
Heike Engelhardt,SPD,0.04339577385727909,-0.03304429792592636
Heike Heubach,SPD,0.04192460628657753,-0.007175255636105422
Heiko Maas,SPD,0.04195587357573814,-0.005623079229089562
Helge Lindh,SPD,0.043181862713657614,-0.03536817865969751
Helmut Kleebank,SPD,0.04307639151174145,-0.03160585894290294
Herbert Wollmann,SPD,0.04286528764916554,-0.03449185542170747
Holger Becker,SPD,0.04356413864706349,-0.03284634385236339
Holger Mann,SPD,0.0425330625591538,-0.03150450904507167
Hubertus Heil,SPD,0.04298686454800148,-0.02887255196673224
Ingo Schäfer,SPD,0.0431547788958568,-0.03163945881384143
Isabel Cademartori,SPD,0.04337295087051789,-0.03342280117120548
Isabel Mackensen-Geis,SPD,0.04285901914291441,-0.03370269585437035
Jakob Blankenburg,SPD,0.04325655162697812,-0.03560762471324402
Jan Dieren,SPD,0.03397609985456761,-0.03473288958521463
Jan Plobner,SPD,0.043184253702711194,-0.03432553818771476
Jasmina Hostert,SPD,0.0430477757392166,-0.03439799582346914
Jens Peick,SPD,0.0432241572589661,-0.035690111898739524
Jens Zimmermann,SPD,0.04295085632715492,-0.03398025031287606
Jessica Rosenthal,SPD,0.040900297038072714,-0.025504543372555578
Joe Weingarten,SPD,0.04213930066025725,-0.023777819731120614
Johann Saathoff,SPD,0.043409519348734785,-0.030854222196618826
Johannes Arlt,SPD,0.04263689304271783,-0.02945671142864671
Johannes Fechner,SPD,0.04275273917809128,-0.03444923629590249
Johannes Schraps,SPD,0.043507714906736716,-0.03315090945361946
Johannes Schätzl,SPD,0.04247222792140322,-0.02846737621042415
Josephine Ortleb,SPD,0.04286907933490638,-0.024544263481879134
Josip Juratovic,SPD,0.042250466749375784,-0.02872866529093517
Jörg Nürnberger,SPD,0.04321145444096534,-0.03430801422087367
Jürgen Berghahn,SPD,0.042676513445146134,-0.029010044526883653
Jürgen Coße,SPD,0.043336978396815995,-0.031286178556835034
Karamba Diaby,SPD,0.04322982559764056,-0.0351002815306357
Karl Lauterbach,SPD,0.04380841437215143,-0.02682781306977275
Kathrin Michel,SPD,0.04294960667791379,-0.03344202602007278
Katja Mast,SPD,0.04262112134161629,-0.030979036417063628
Katrin Budde,SPD,0.04283132242424828,-0.033534321031991346
Katrin Zschau,SPD,0.043006499182450676,-0.03510622872637042
Kaweh Mansoori,SPD,0.04245782459121313,-0.024754508928249284
Kerstin Griese,SPD,0.04281339403699072,-0.029805349006602432
Kevin Kühnert,SPD,0.04310871832160189,-0.03410409512204928
Kevin Leiser,SPD,0.043180459193524104,-0.034056470268483005
Kristian Klinck,SPD,0.04266997577459637,-0.03231273463104219
Lars Castellucci,SPD,0.042905068725071,-0.03000544219190485
Lars Klingbeil,SPD,0.042942602154738864,-0.030603897240799875
Lena Werner,SPD,0.042919147451269776,-0.02765162966717558
Leni Breymaier,SPD,0.043122409341096554,-0.03544109967046465
Lennard Oehl,SPD,0.04313704287011953,-0.031055004290327565
Lina Seitzl,SPD,0.04263878310546388,-0.027834870386755427
Lucia Schanbacher,SPD,0.03595458348980966,-0.0020396279573502707
Luiza Licina-Bode,SPD,0.043251901354250985,-0.03143612430200111
Macit Karaahmetoğlu,SPD,0.04310817538103812,-0.030721394770942233
Mahmut Özdemir,SPD,0.042471234977805125,-0.03522369913732902
Maja Wallstein,SPD,0.041583569590518094,-0.031143619547673432
Manuel Gava,SPD,0.04301830754864886,-0.019904805495790934
Marianne Schieder,SPD,0.043165474448855594,-0.03311105026355318
Marja-Liisa Völlers,SPD,0.04320415138774497,-0.03565385494217457
Markus Hümpfer,SPD,0.043266539970321684,-0.03566691484286695
Markus Töns,SPD,0.043296838835376585,-0.034063275345940676
Martin Diedenhofen,SPD,0.04297471777546373,-0.0299082338774522
Martin Gerster,SPD,0.043064678801984155,-0.03323624692461452
Martin Kröber,SPD,0.04274693620046391,-0.035568642776245926
Martin Rabanus,SPD,0.0432728692028386,-0.0094701889685230509
Martin Rosemann,SPD,0.0433092120941415,-0.03270462219368659
Martina Stamm-Fibich,SPD,0.04327112785595696,-0.03380898744088058
Mathias Papendieck,SPD,0.04354572136214333,-0.03209411463471387
Mathias Stein,SPD,0.04312154725642794,-0.03532610039887394
Matthias Miersch,SPD,0.043179298153747415,-0.03479416591567516
Matthias Mieves,SPD,0.0432241572589661,-0.035690111898739524
Melanie Wegling,SPD,0.0428221702903861,-0.031038533219885596
Metin Hakverdi,SPD,0.04338597964074963,-0.0328642053106199
Michael Gerdes,SPD,0.04323571247537437,-0.03174023038921268
Michael Müller,SPD,0.0430805426319821,-0.032945100692596804
Michael Roth,SPD,0.042012508485254715,-0.02856445283169264
Michael Schrodi,SPD,0.04294416578884357,-0.034158137982444894
Michael Thews,SPD,0.043061436410618964,-0.03167253883487344
Michelle Müntefering,SPD,0.042786457845486875,-0.02843576571843283
Nadine Heselhaus,SPD,0.042835470276074136,-0.03428940881788311
Nadine Ruf,SPD,0.04306054764775506,-0.009227901962438076
Nadja Sthamer,SPD,0.038731138664814396,-0.02959415808001259
Natalie Pawlik,SPD,0.04350424477157868,-0.031361558946013765
Nezahat Baradari,SPD,0.04328892876784955,-0.030354894020747997
Niels Annen,SPD,0.04317018109705657,-0.02986643010424324
Nils Schmid,SPD,0.043429468398425645,-0.03385491181233856
Nina Scheer,SPD,0.042937879906743526,-0.03487704053605197
Olaf Scholz,SPD,0.04212294115958683,-0.021340852496984652
Oliver Kaczmarek,SPD,0.04321145444096534,-0.03430801422087367
Parsa Marvi,SPD,0.04317007841591466,-0.03312724498998106
Peggy Schierenbeck,SPD,0.043188470187200206,-0.028621256254407746
Rainer Keller,SPD,0.037762094931579976,-0.006239326760687876
Ralf Stegner,SPD,0.04294733444984165,-0.031199886795824333
Rasha Nasr,SPD,0.04247667561414098,-0.03132502814133951
Rebecca Schamber,SPD,0.04303552748700219,-0.029536506491836312
Reem Alabali Radovan,SPD,0.04262596646307153,-0.03044764274401661
Rita Hagl-Kehl,SPD,0.043102048647241105,-0.03455259318626738
Rita Schwarzelühr-Sutter,SPD,0.04339206366882197,-0.03349707940903343
Robin Mesarosch,SPD,0.042775181178785884,-0.03391348019049805
Rolf Mützenich,SPD,0.0426311225939636,-0.028606159642110884
Ruppert Stüwe,SPD,0.03845360817149104,-0.036240768730166524
Sabine Dittmar,SPD,0.04304939585717293,-0.033230083963891745
Sabine Poschmann,SPD,0.04301669203712359,-0.034299570282755876
Sanae Abdi,SPD,0.04224979385883097,-0.030083384777362172
Sarah Lahrkamp,SPD,0.04275272300463279,-0.03188718811433066
Sarah Ryglewski,SPD,0.042920511324249316,-0.025040122575097867
Saskia Esken,SPD,0.043311302634200945,-0.030198130085103032
Sebastian Fiedler,SPD,0.04283541630323658,-0.02864015728131138
Sebastian Hartmann,SPD,0.04290137355135041,-0.03166842413686592
Sebastian Roloff,SPD,0.04334046657739141,-0.03416825717343641
Siemtje Möller,SPD,0.04239178204799889,-0.0310205901779789
Simona Koß,SPD,0.04297433355832412,-0.03230509286342844
Sonja Eichwede,SPD,0.04277214799827852,-0.03432523690688475
Stefan Schwartze,SPD,0.04297042332859397,-0.026307279830822337
Stefan Zierke,SPD,0.04298618903188558,-0.030849489021662
Susanne Mittag,SPD,0.04282615280135588,-0.03436858906692387
Svenja Schulze,SPD,0.04291802916773877,-0.033799663578059067
Svenja Stadler,SPD,0.04265213586789978,-0.03281845164638912
Sylvia Lehmann,SPD,0.04317042423154705,-0.03227452539917669
Sönke Rix,SPD,0.04323282995776767,-0.034360864537615596
Sören Bartol,SPD,0.04282834923068893,-0.034578555468833934
Takis Mehmet Ali,SPD,0.043396815196803044,-0.031033038235844076
Tanja Machalet,SPD,0.04331228166465643,-0.03366585757234696
Thomas Hitschler,SPD,0.04265721379419018,-0.03317311883692247
Thorsten Rudolph,SPD,0.043270341163122575,-0.034283375607837514
Tim Klüssendorf,SPD,0.0432241572589661,-0.035690111898739524
Timo Schisanowski,SPD,0.04293539811184686,-0.03299340963020606
Timon Gremmels,SPD,0.042561092133312155,-0.023624947241173443
Tina Rudolph,SPD,0.04244448652170537,-0.03611994063481847
Udo Schiefner,SPD,0.04325194832786547,-0.02943879841307533
Uli Grötsch,SPD,0.042745473320748795,-0.026060493057018755
Ulrike Bahr,SPD,0.04205575097378367,-0.03593521552204588
Uwe Schmidt,SPD,0.04197433363329159,-0.029413498404159726
Verena Hubertz,SPD,0.043094270839352765,-0.03367004756699979
Wiebke Esdar,SPD,0.04285605625499068,-0.030673681444758967
Wiebke Papenbrock,SPD,0.042795583529017966,-0.029151735479490376
Wolfgang Hellmich,SPD,0.043236216011352385,-0.031112013865752748
