name,party,dim1_imp,dim1_dc
Marlene Schönberger,BÜNDNIS 90/DIE GRÜNEN,0.04258014326955631,-0.03433119879161673
Matthias Gastel,BÜNDNIS 90/DIE GRÜNEN,0.043126855460195665,-0.03539735485185062
Max Lucks,BÜNDNIS 90/DIE GRÜNEN,0.04249216388341305,-0.03154670271339037
Melis Sekmen,BÜNDNIS 90/DIE GRÜNEN,0.04241486445975826,-0.02414721136710472
Merle Spellerberg,BÜNDNIS 90/DIE GRÜNEN,0.04308374861439657,-0.03254107199753429
Michael Kellner,BÜNDNIS 90/DIE GRÜNEN,0.042248370245700585,-0.031137765159395404
Michael Sacher,BÜNDNIS 90/DIE GRÜNEN,0.04267274064707353,-0.027468981858908476
Misbah Khan,BÜNDNIS 90/DIE GRÜNEN,0.04312374793468906,-0.035312421387322275
Niklas Wagener,BÜNDNIS 90/DIE GRÜNEN,0.04320860784992003,-0.03441240764404551
Nina Stahr,BÜNDNIS 90/DIE GRÜNEN,0.042825020321697695,-0.028156495781231226
Nyke Slawik,BÜNDNIS 90/DIE GRÜNEN,0.04266608563808546,-0.028618446304931752
Oliver Krischer,BÜNDNIS 90/DIE GRÜNEN,0.03767383022728253,-0.005405271892328555
Omid Nouripour,BÜNDNIS 90/DIE GRÜNEN,0.042846039669126215,-0.030781523230939252
Ophelia Nick,BÜNDNIS 90/DIE GRÜNEN,0.042748095968552835,-0.03329215352555033
Ottmar von Holtz,BÜNDNIS 90/DIE GRÜNEN,0.04165680507039436,-0.009422143649918667
Paula Piechotta,BÜNDNIS 90/DIE GRÜNEN,0.04304252832232672,-0.03365692956929622
Philip Krämer,BÜNDNIS 90/DIE GRÜNEN,0.04320045601090442,-0.030397065341099823
Renate Künast,BÜNDNIS 90/DIE GRÜNEN,0.043122319505812544,-0.035397351645217665
Ricarda Lang,BÜNDNIS 90/DIE GRÜNEN,0.0431244515982317,-0.027845499159082916
Robert Habeck,BÜNDNIS 90/DIE GRÜNEN,0.04296089252226279,-0.03317481631724203
Robin Wagener,BÜNDNIS 90/DIE GRÜNEN,0.042295804378753424,-0.029537539399738324
Sabine Grützmacher,BÜNDNIS 90/DIE GRÜNEN,0.0402154020716767,-0.022467268946261165
Sandra Detzer,BÜNDNIS 90/DIE GRÜNEN,0.04311588413388431,-0.034460319864591644
Sara Nanni,BÜNDNIS 90/DIE GRÜNEN,0.04323447935373695,-0.033462173266096074
Sascha Müller,BÜNDNIS 90/DIE GRÜNEN,0.0431147375089829,-0.035399145606594073
Saskia Weishaupt,BÜNDNIS 90/DIE GRÜNEN,0.042744318858840856,-0.0313768194439942
Schahina Gambir,BÜNDNIS 90/DIE GRÜNEN,0.04257142604875825,-0.031328729887634924
Sebastian Schäfer,BÜNDNIS 90/DIE GRÜNEN,0.043226745664433144,-0.033255061281993674
Stefan Gelbhaar,BÜNDNIS 90/DIE GRÜNEN,0.042748101315957535,-0.03315097209641593
Stefan Schmidt,BÜNDNIS 90/DIE GRÜNEN,0.04309833228966592,-0.03536202845303954
Stefan Wenzel,BÜNDNIS 90/DIE GRÜNEN,0.04240546690103844,-0.030440813362151216
Steffi Lemke,BÜNDNIS 90/DIE GRÜNEN,0.041657185114919254,-0.02027411638960991
Stephanie Aeffner,BÜNDNIS 90/DIE GRÜNEN,0.04183452505021811,-0.02808351333914138
Susanne Menge,BÜNDNIS 90/DIE GRÜNEN,0.043078937919164555,-0.032066448436178646
Sven Lehmann,BÜNDNIS 90/DIE GRÜNEN,0.042618847513106954,-0.030875183748732743
Sven-Christian Kindler,BÜNDNIS 90/DIE GRÜNEN,0.04273947476890412,-0.02536002937981899
Swantje Michaelsen,BÜNDNIS 90/DIE GRÜNEN,0.04252462173993284,-0.032037555788985386
Tabea Rößner,BÜNDNIS 90/DIE GRÜNEN,0.04255494557711574,-0.03315830088311059
Tessa Ganserer,BÜNDNIS 90/DIE GRÜNEN,0.042735864085716245,-0.02228978603328279
Till Steffen,BÜNDNIS 90/DIE GRÜNEN,0.04322407725206181,-0.033204742698075225
Tina Winklmann,BÜNDNIS 90/DIE GRÜNEN,0.04280712221816963,-0.033365011001988916
Tobias B. Bacherle,BÜNDNIS 90/DIE GRÜNEN,0.043089022855585454,-0.03350475154247618
Tobias Lindner,BÜNDNIS 90/DIE GRÜNEN,0.0428929917804777,-0.028268556890711016
Ulle Schauws,BÜNDNIS 90/DIE GRÜNEN,0.042333723416400376,-0.024457533447919268
Uwe Kekeritz,BÜNDNIS 90/DIE GRÜNEN,0.03270061877200554,-0.0017369548276746016
