name,estimate,lo,hi,err,party
Frank Bsirske,0.11967602676052322,0.3093605452442507,-0.1803125895993502,0.12076690880052875,BÜNDNIS 90/DIE GRÜNEN
Frank Junge,-1.3222254151365924,-0.4240594698088015,-2.066303669764209,0.4582566568343237,SPD
Frank Müller-Rosentritt,-0.12331571905311961,0.22559182674227823,-0.39874957946071404,0.19211791308136061,FDP
Frank Rinck,1.4782803082111902,1.6255246378598762,1.401364982622994,0.05501457009796238,AfD
Frank Schäffler,0.1011907152199155,0.3088708106209692,-0.1261530749241776,0.10886510227266695,FDP
Frank Schwabe,-1.1092572853989475,-0.01293978216608486,-2.0362594043988853,0.6007477710415233,SPD
Frank Ullrich,-1.2082179277674012,-0.3785077188532005,-2.7403456450413133,0.614082801074798,SPD
Franziska Brantner,-1.1791917621278103,-0.7763504002581442,-1.8621892565418645,0.28231722747048377,BÜNDNIS 90/DIE GRÜNEN
Franziska Hoppermann,0.9642347925555093,1.0628250925375826,0.8479331706927342,0.05669760400612147,CDU/CSU
Franziska Kersten,-1.1826397994591173,-0.1938325211364848,-1.7761989065773023,0.4441528900429782,SPD
Franziska Krumwiede-Steiner,-0.9039723981808496,-0.03194549440130563,-1.9190862860515807,0.5411287770718352,BÜNDNIS 90/DIE GRÜNEN
Franziska Mascheck,-1.1516040255171032,-0.5427886568403407,-1.9196170944874744,0.391088793829515,SPD
Frauke Heiligenstadt,-1.4955129722486022,-1.293464322452892,-1.7847154572633062,0.12715523047998897,SPD
Friedhelm Boginski,-0.25248643395587844,0.07529390844540595,-0.8312490584967032,0.2602144989980171,FDP
Friedrich Merz,0.9731109738726944,1.0782530829861219,0.8352726003494951,0.058246893888247955,CDU/CSU
Fritz Güntzler,0.9511607202323764,1.044111081481372,0.8290321291870423,0.05133944056089839,CDU/CSU
Gabriela Heinrich,-1.2066697828523991,-0.822754649555693,-1.7512618392950263,0.25755464506601466,SPD
Gabriele Katzmarek,-1.5479414844242798,-0.6446314249597812,-3.2310477890730778,0.7019894357737306,SPD
Georg Kippels,0.9407742950717742,1.025700538391323,0.8234686861977866,0.05007619354413253,CDU/CSU
Gerald Ullrich,0.1924761215996025,0.40179282015928897,0.015325801930959884,0.11638981526457869,FDP
Gereon Bollmann,1.5367368101286119,1.6741671361676578,1.4158834446724782,0.06550593454610272,AfD
Gero Hocker,-0.0871110302269439,0.19480658542702808,-0.5177771824877779,0.17877089177192748,FDP
Gero Storjohann,0.8446067866727439,1.0752948774739184,0.6596103288481008,0.10388643284736272,CDU/CSU
Gerold Otten,1.4529520530763655,1.554596899692058,1.3905266562300005,0.04353491509081854,AfD
Gerrit Huy,1.5710251901734824,1.7078000141947305,1.4196424313622016,0.07821555501785032,AfD
Gesine Lötzsch,1.3417174470136923,1.375240434538906,1.2891554557733231,0.020326253055045422,DIE LINKE.
Gitta Connemann,0.9329430218643923,1.0246996968051905,0.8563471395476265,0.04765519936306062,CDU/CSU
Gökay Akbulut,1.2945945503649052,1.3353887900971075,1.2555097345321922,0.023946661040528023,DIE LINKE.
Gottfried Curio,1.500079110971147,1.6584707630726758,1.3862782444519202,0.06532588249329617,AfD
Götz Frömming,1.4946637831405523,1.6348196023513308,1.409676090677983,0.0638744346683098,AfD
Gregor Gysi,1.337854715813828,1.3666516301822242,1.294972980486142,0.018627906585639262,DIE LINKE.
Gülistan Yüksel,-0.79126854343566555,-0.12763186815907154,-1.5176426578939775,0.3590033426287041,SPD
Günter Krings,0.9405630154563331,1.0526076163379217,0.8154225199296025,0.059216677580023136,CDU/CSU
Gunther Krichbaum,0.9810732107960606,1.0516954984666587,0.856637158876342,0.04717567421703634,CDU/CSU
Gyde Jensen-Bornhöft,-0.1746816214505276,0.12812973215099935,-0.5214306687138083,0.1637020609832297,FDP
