vote_column,dim1,dim2,poll_id,poll_label,accepted,committee,url
v011,0.09734040959553798,0.033855140338254514,4517,Verlängerung der Bundeswehrbeteiligung an NATO-Operation SEA GUARDIAN im Mittelmeer (2022/23),TRUE,NA,https://www.abgeordnetenwatch.de/bundestag/20/abstimmungen/verlaengerung-der-bundeswehrbeteiligung-an-nato-operation-sea-guardian-im-mittelmeer-2022/23
v012,0.05674781584593042,-0.0705738506465279,4539,Impfpflicht ab 60,FALSE,Gesundheitsausschuss,https://www.abgeordnetenwatch.de/bundestag/20/abstimmungen/impfpflicht-ab-60
v013,0.025107074097830317,0.1216645895259647,4540,CDU/CSU-Antrag: Impfvorsorgegesetz,FALSE,NA,https://www.abgeordnetenwatch.de/bundestag/20/abstimmungen/cdu/csu-antrag-impfvorsorgegesetz
v014,0.015172265926617207,-0.011171704789824514,4541,Impfbereitschaft ohne allgemeine Impfpflicht erhöhen,FALSE,NA,https://www.abgeordnetenwatch.de/bundestag/20/abstimmungen/impfbereitschaft-ohne-allgemeine-impfpflicht-erhoehen
v015,0.005728710669942893,0.020087926444335893,4542,AfD-Antrag: Keine Impfpflicht gegen COVID-19,FALSE,NA,https://www.abgeordnetenwatch.de/bundestag/20/abstimmungen/afd-antrag-keine-impfpflicht-gegen-covid-19
v016,0.09806017356065459,0.0336604255997213,4568,Verlängerung des Bundeswehreinsatzes im Mittelmeer (Operation EUNAVFOR MED IRINI),TRUE,Auswärtiger Ausschuss,https://www.abgeordnetenwatch.de/bundestag/20/abstimmungen/verlaengerung-des-bundeswehreinsatzes-im-mittelmeer-operation-eunavfor-med-irini
v017,0.09920948720311547,0.03885487965027876,4570,Umfassende Unterstützung für die Ukraine,TRUE,NA,https://www.abgeordnetenwatch.de/bundestag/20/abstimmungen/umfassende-unterstuetzung-fuer-die-ukraine
v018,0.09784793143791018,0.036670948603782026,4592,Verlängerung des Bundeswehreinsatzes in Mali (MINUSMA 2022/2023),TRUE,Auswärtiger Ausschuss,https://www.abgeordnetenwatch.de/bundestag/20/abstimmungen/verlaengerung-des-bundeswehreinsatzes-in-mali-minusma-2022/2023
v019,0.09809859746328034,0.034966040702951645,4593,Fortsetzung des Bundeswehreinsatzes im Sahel mit Schwerpunkt Niger (EUTM Mali 2022/2023),TRUE,Auswärtiger Ausschuss,https://www.abgeordnetenwatch.de/bundestag/20/abstimmungen/fortsetzung-des-bundeswehreinsatzes-im-sahel-mit-schwerpunkt-niger-eutm-mali-2022/2023
v020,0.025079787323467138,0.11823377852567389,4594,CDU/CSU-Antrag: Förderung der energie­effizienten Gebäude­sanierung,FALSE,Ausschuss für Klimaschutz und Energie,https://www.abgeordnetenwatch.de/bundestag/20/abstimmungen/cdu/csu-antrag-foerderung-der-energie-effizienten-gebaeude-sanierung
v021,0.030240401237709807,0.1436439767149195,4595,CDU/CSU-Antrag: Sicherung der Nahrungsmittelversorgung der Ukraine,FALSE,Ausschuss für Ernährung und Landwirtschaft,https://www.abgeordnetenwatch.de/bundestag/20/abstimmungen/cdu/csu-antrag-sicherung-der-nahrungsmittelversorgung-der-ukraine
v022,0.005736173658799709,0.01722721127806377,4596,AfD-Antrag: Einrichtungsbezogene Impfpflicht abschaffen,FALSE,NA,https://www.abgeordnetenwatch.de/bundestag/20/abstimmungen/afd-antrag-einrichtungsbezogene-impfpflicht-abschaffen
v023,0.07400293171735123,-0.0940182525917714,4612,Etat des Bundeskanzlers und des Bundeskanzleramtes 2022,TRUE,Haushaltsausschuss,https://www.abgeordnetenwatch.de/bundestag/20/abstimmungen/etat-des-bundeskanzlers-und-des-bundeskanzleramtes-2022
v024,0.0750677302871597,-0.09239771338237153,4613,Bundeshaushaltsplan für das Haushaltsjahr 2022 (Haushaltsgesetz),TRUE,Haushaltsausschuss,https://www.abgeordnetenwatch.de/bundestag/20/abstimmungen/bundeshaushaltsplan-fuer-das-haushaltsjahr-2022-haushaltsgesetz
v025,0.07569149795768784,-0.09237864672122137,4614,Schuldentilgung der Haushaltsjahre 2020-2022,TRUE,NA,https://www.abgeordnetenwatch.de/bundestag/20/abstimmungen/schuldentilgung-der-haushaltsjahre-2020-2022
v026,0.09695234677062779,0.02501615515773844,4637,Anhebung des Mindestlohns für Minijobs,TRUE,Ausschuss für Arbeit und Soziales,https://www.abgeordnetenwatch.de/bundestag/20/abstimmungen/anhebung-des-mindestlohns-fuer-minijobs
v027,0.004898030087780297,0.0190012525632085,4643,"AfD-Antrag zum ""Sondervermögen Bundeswehr""",FALSE,Haushaltsausschuss,https://www.abgeordnetenwatch.de/bundestag/20/abstimmungen/afd-antrag-zum-sondervermoegen-bundeswehr
v028,0.09734608060711272,0.0434782174372925,4645,Grundgesetzänderung (Artikel 87a),TRUE,Haushaltsausschuss,https://www.abgeordnetenwatch.de/bundestag/20/abstimmungen/grundgesetzaenderung-artikel-87a
v029,0.09857999145241213,0.049472933597394284,4646,Sondervermögen Bundeswehr,TRUE,NA,https://www.abgeordnetenwatch.de/bundestag/20/abstimmungen/sondervermoegen-bundeswehr
v030,0.09834237729685666,0.03658129766338718,4649,Beteiligung deutscher Streitkräfte an UNIFIL,TRUE,Auswärtiger Ausschuss,https://www.abgeordnetenwatch.de/bundestag/20/abstimmungen/beteiligung-deutscher-streitkraefte-an-unifil
v031,0.09808771115609774,0.03573281514469081,4655,Verlängerung des Bundeswehreinsatzes im Kosovo (KFOR 2022/2023),TRUE,Auswärtiger Ausschuss,https://www.abgeordnetenwatch.de/bundestag/20/abstimmungen/verlaengerung-des-bundeswehreinsatzes-im-kosovo-kfor-2022/2023
v032,0.0979729670442034,0.03526870690581365,4657,Beteiligung der Bundeswehr an der EU-geführten Sicherheitsoperation in Bosnien und Herzegowina (EUFOR ALTHEA),TRUE,Auswärtiger Ausschuss,https://www.abgeordnetenwatch.de/bundestag/20/abstimmungen/beteiligung-der-bundeswehr-an-der-eu-gefuehrten-sicherheitsoperation-in-bosnien-und-herzegowina-eufor-althea
v033,0.028400695963648945,0.13294627955659394,4661,Bundeswehrbeschaffungsbeschleunigungsgesetz (Entschließungsantrag CDU/CSU-Fraktion),FALSE,Wirtschaftsausschuss,https://www.abgeordnetenwatch.de/bundestag/20/abstimmungen/bundeswehrbeschaffungsbeschleunigungsgesetz-entschliessungsantrag-cdu/csu-fraktion
v034,0.07361213058980881,-0.09331739345699241,4663,Schnellerer Ausbau erneuerbarer Energien,TRUE,Ausschuss für Klimaschutz und Energie,https://www.abgeordnetenwatch.de/bundestag/20/abstimmungen/schnellerer-ausbau-erneuerbarer-energien
v035,0.07343563942294021,-0.0949637503191321,4666,Änderung des Bundesnaturschutzgesetzes,TRUE,"Ausschuss für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",https://www.abgeordnetenwatch.de/bundestag/20/abstimmungen/aenderung-des-bundesnaturschutzgesetzes
v036,0.03137113252140535,0.1461645865399351,4667,Bereithaltung von Ersatzkraftwerken (Änderungsantrag CDU/CSU-Fraktion),FALSE,Ausschuss für Klimaschutz und Energie,https://www.abgeordnetenwatch.de/bundestag/20/abstimmungen/bereithaltung-von-ersatzkraftwerken-aenderungsantrag-cdu/csu-fraktion
v037,0.07425067845654075,-0.09353510052719122,4668,Ausbau von Windenergieanlagen an Land erhöhen und beschleunigen,TRUE,Ausschuss für Klimaschutz und Energie,https://www.abgeordnetenwatch.de/bundestag/20/abstimmungen/ausbau-von-windenergieanlagen-an-land-erhoehen-und-beschleunigen
v038,0.0987848838188888,0.03631846699193728,4673,Änderung des Windenergie-auf-See-Gesetzes,TRUE,Ausschuss für Klimaschutz und Energie,https://www.abgeordnetenwatch.de/bundestag/20/abstimmungen/aenderung-des-windenergie-auf-see-gesetzes
v039,0.07991669540074374,-0.07462681400522173,4674,Beschleunigter Ausbau erneuerbarer Energien (Beschlussempfehlung),TRUE,Ausschuss für Klimaschutz und Energie,https://www.abgeordnetenwatch.de/bundestag/20/abstimmungen/beschleunigter-ausbau-erneuerbarer-energien-beschlussempfehlung
