name,party,dim1,dim2
Dieter Janecek,BÜNDNIS 90/DIE GRÜNEN,-0.03436433727844929,0.008268104779285574
Ekin Deligöz,BÜNDNIS 90/DIE GRÜNEN,-0.023369051465312308,0.01404163794715889
Emilia Fester,BÜNDNIS 90/DIE GRÜNEN,-0.03317304547604104,0.009698776633198082
Erhard Grundl,BÜNDNIS 90/DIE GRÜNEN,-0.03131472726429604,0.005904934195908361
Felix Banaszak,BÜNDNIS 90/DIE GRÜNEN,-0.03185481277207739,0.01069107101036928
Filiz Polat,BÜNDNIS 90/DIE GRÜNEN,-0.0317111910067002,0.012772880487092478
Frank Bsirske,BÜNDNIS 90/DIE GRÜNEN,-0.0277244148573839,0.003223708322895678
Franziska Brantner,BÜNDNIS 90/DIE GRÜNEN,-0.030982923924431638,0.006092664218366449
Franziska Krumwiede-Steiner,BÜNDNIS 90/DIE GRÜNEN,-0.007068236979226281,0.003608736722066864
Hanna Steinmüller,BÜNDNIS 90/DIE GRÜNEN,-0.03533801020894857,0.008822092004590948
Harald Ebner,BÜNDNIS 90/DIE GRÜNEN,-0.030166416059974426,0.006653976233198975
Helge Limburg,BÜNDNIS 90/DIE GRÜNEN,-0.03219636582135046,0.008502591433160326
Ingrid Nestle,BÜNDNIS 90/DIE GRÜNEN,-0.03138182554436047,0.007337246998190353
Irene Mihalic,BÜNDNIS 90/DIE GRÜNEN,-0.03529087710432946,0.009039426568379125
Jamila Anna Schäfer,BÜNDNIS 90/DIE GRÜNEN,-0.030656452871505684,0.008207226227381122
Jan-Niclas Gesenhues,BÜNDNIS 90/DIE GRÜNEN,-0.033017242446040235,0.008783158025261553
Janosch Dahmen,BÜNDNIS 90/DIE GRÜNEN,-0.03187828797131717,0.012933542211927999
Johannes F. Kretschmann,BÜNDNIS 90/DIE GRÜNEN,-0.0020396279573502755,0.0031420566927678646
Johannes Wagner,BÜNDNIS 90/DIE GRÜNEN,-0.03365259624216818,0.011387817385964326
Julia Verlinden,BÜNDNIS 90/DIE GRÜNEN,-0.03406617653986903,0.009221994125664157
Julian Pahlke,BÜNDNIS 90/DIE GRÜNEN,-0.030819767548914814,0.010451838053720677
Jürgen Kretz,BÜNDNIS 90/DIE GRÜNEN,-0.008411939633712045,0.0027882123829893997
Jürgen Trittin,BÜNDNIS 90/DIE GRÜNEN,-0.021802628324215177,0.00867349965514651
Kai Gehring,BÜNDNIS 90/DIE GRÜNEN,-0.03515854160586974,0.009065251062166073
Karl Bär,BÜNDNIS 90/DIE GRÜNEN,-0.03376343806022484,0.006128421163714072
Karoline Otte,BÜNDNIS 90/DIE GRÜNEN,-0.0315771674353061,0.007877337834061431
Kassem Taher Saleh,BÜNDNIS 90/DIE GRÜNEN,-0.034507172528591444,0.00812004338450561
Katharina Beck,BÜNDNIS 90/DIE GRÜNEN,-0.03276273136236858,0.011796053638170404
Katharina Dröge,BÜNDNIS 90/DIE GRÜNEN,-0.03506375354027507,0.006862830330890109
Kathrin Henneberger,BÜNDNIS 90/DIE GRÜNEN,-0.02930424716974792,0.003970943549039226
Katja Keul,BÜNDNIS 90/DIE GRÜNEN,-0.0325316020041196,0.008592062560611268
Katrin Göring-Eckardt,BÜNDNIS 90/DIE GRÜNEN,-0.03147865324501067,0.011909415440161377
Katrin Uhlig,BÜNDNIS 90/DIE GRÜNEN,-0.034314834269253296,0.010476780094436713
Kirsten Kappert-Gonther,BÜNDNIS 90/DIE GRÜNEN,-0.032890264392072245,0.009585503174638306
Konstantin von Notz,BÜNDNIS 90/DIE GRÜNEN,-0.03307278617717594,0.011999676407159347
Kordula Schulz-Asche,BÜNDNIS 90/DIE GRÜNEN,-0.03339347287730762,0.008499249671994691
Lamya Kaddor,BÜNDNIS 90/DIE GRÜNEN,-0.03112278168295318,0.010272085580887972
Laura Kraft,BÜNDNIS 90/DIE GRÜNEN,-0.032440012535958,0.006644441239710325
