name,party,irt,svd_imp,svd_dc
Anja Schulz,FDP,0.066185278622504,0.04251106760149109,-0.030059333806797792
Anja Troff-Schaffarzyk,SPD,-1.2787902461128198,0.04321145444096534,-0.03430801422087367
Anja Weisgerber,CDU/CSU,0.9707576247669553,0.030044652190136634,0.05405818876879057
Anke Domscheit-Berg,DIE LINKE.,1.3141017832836626,0.015866100492906102,0.0033458256563580605
Anke Hennig,SPD,-1.031589800103939,0.042917361604533126,-0.03282887755408206
Ann-Veruschka Jurisch,FDP,-0.20198417423382684,0.042662819418876424,-0.02769956214874878
Anna Christmann,BÜNDNIS 90/DIE GRÜNEN,-1.2306708392065986,0.04278394640473421,-0.031583494994930045
Anna Kassautzki,SPD,0.16889729510155174,0.041427785823819285,-0.02700120846949979
Anna Lührmann,BÜNDNIS 90/DIE GRÜNEN,-1.0905236189920973,0.04218084960885494,-0.03157673061858998
Annalena Baerbock,BÜNDNIS 90/DIE GRÜNEN,-0.8948339019273891,0.042634775912242226,-0.01845171205500126
Anne Janssen,CDU/CSU,0.9674649924263145,0.028964942224028983,0.055381627820708525
Anne König,CDU/CSU,0.9434541944080008,0.030229895259555953,0.04386931471499276
Anne-Monika Spallek,BÜNDNIS 90/DIE GRÜNEN,-1.2128502864731843,0.04333333249636587,-0.029260486634738965
Annette Widmann-Mauz,CDU/CSU,0.8967497340067097,0.03023174211890414,0.049005454841260426
Annika Klose,SPD,-0.3294082170680512,0.042805406332951726,-0.033512367895260506
Ansgar Heveling,CDU/CSU,0.9762272561115795,0.02917684034009752,0.05548444022584352
Antje Tillmann,CDU/CSU,0.9582711233375216,0.029686636350216525,0.051831776943048906
Anton Hofreiter,BÜNDNIS 90/DIE GRÜNEN,-0.6400697831365322,0.04305287183878033,-0.030320026083800116
Ariane Fäscher,SPD,-0.547872752562101,0.042791656217010594,-0.031280795387823856
Armand Zorn,SPD,-1.145423066143685,0.04294188439020801,-0.0344679793715309
Armin Grau,BÜNDNIS 90/DIE GRÜNEN,-0.6701895385948627,0.043024530014692954,-0.03285344493051353
Armin Laschet,CDU/CSU,0.9429870014540302,0.029476809350434098,0.044531192180961715
Armin Schwarz,CDU/CSU,0.9754721255150495,0.02962131647372333,0.034701642016851685
Artur Auernhammer,CDU/CSU,0.9256077698073288,0.03091187667562253,0.04877364802491673
Astrid Damerow,CDU/CSU,0.9820871355926156,0.03073664415479032,0.0447389824013191
Astrid Mannes,CDU/CSU,0.9285172946647265,0.034023839418625225,0.014601446450957307
Astrid Timmermann-Fechter,CDU/CSU,0.9648063337880775,0.029906418871116853,0.042356836879484515
Ates Gürpinar,DIE LINKE.,1.3403886407101406,0.013137192504626735,0.007352272974934892
Awet Tesfaiesus,BÜNDNIS 90/DIE GRÜNEN,-0.5749399824955611,0.04253642796280008,-0.03174033528744819
Axel Echeverria,SPD,-0.09588631366591945,0.04220828186707162,-0.03362250791352684
Axel Knoerig,CDU/CSU,0.9266696560900197,0.03001462598670275,0.050036297646881917
Axel Müller,CDU/CSU,0.9744728487050459,0.029365667698574086,0.05819294429253024
Axel Schäfer,SPD,-0.7614894766397129,0.0426694789342911,-0.031311458904876924
Aydan Özoğuz,SPD,-0.9456524454346239,0.043146560905887095,-0.0307557095165521
Barbara Benkstein,AfD,1.5009045473713134,0.010800573145973272,0.027959127821554092
Bärbel Bas,SPD,-1.0802397991047723,0.043104720737151075,-0.034534714760408494
Bärbel Kofler,SPD,-1.2705572081180085,0.04310181258926719,-0.03306893019000545
Beate Müller-Gemmeke,BÜNDNIS 90/DIE GRÜNEN,0.0036205985587337485,0.04186693214719554,-0.03269398804330016
Beate Walter-Rosenheimer,BÜNDNIS 90/DIE GRÜNEN,0.09993073896944908,0.04180756063390464,-0.023287482904556584
Beatrix von Storch,AfD,1.464425585015374,0.010725210944776107,0.03560808967296956
Bengt Bergt,SPD,-0.9616034295014676,0.04315730584151592,-0.03544961661420746
Benjamin Strasser,FDP,-0.1856751237874566,0.04292643025085541,-0.030141641563097035
Bernd Baumann,AfD,1.451766440954405,0.010278929390223549,0.032066170123574836
Bernd Reuther,FDP,-0.35278459861454003,0.042306732531002325,-0.02892514591014922
Bernd Riexinger,DIE LINKE.,1.3333014351819616,0.014120087255545139,0.0028158064644901617
Bernd Rützel,SPD,-0.7138863366836372,0.04307975232418203,-0.03370934409850021
Bernd Schattner,AfD,1.5450461708895284,0.009499266178879213,0.031440505999920564
Bernd Westphal,SPD,-1.0996025134808534,0.04274608955225348,-0.032427305937961774
Bernhard Daldrup,SPD,-1.3528213377416525,0.04334152401509631,-0.033761376260926554
Bernhard Herrmann,BÜNDNIS 90/DIE GRÜNEN,-0.5270374404803243,0.04282501468045018,-0.03273185279991072
Bernhard Loos,CDU/CSU,0.9350792281461382,0.029263098430705004,0.05477879063048193
Bettina Hagedorn,SPD,-1.1344793753463525,0.04324796424180151,-0.03567321323514368
Bettina Hoffmann,BÜNDNIS 90/DIE GRÜNEN,-1.1484942326234322,0.042889532270902156,-0.03341387481099743
Bettina Lugk,SPD,-0.7630359399186785,0.04284198539469132,-0.03127837204303053
Bettina Müller,SPD,-0.5010778179227104,0.04042101513292005,-0.02186625206998488
Bettina Stark-Watzinger,FDP,-0.13362536746842799,0.04218924067504311,-0.02362375655887365
Bettina Wiesmann,CDU/CSU,0.9076595501665241,0.035222746399157734,0.01329929021053648
Bijan Djir-Sarai,FDP,-0.11073366419209188,0.04236090829739664,-0.027298871657775944
Björn Simon,CDU/CSU,0.9594069185704721,0.030489294542344562,0.052173626496124
Boris Mijatović,BÜNDNIS 90/DIE GRÜNEN,-0.8139314589898071,0.04321194981056402,-0.03284448515832902
Brian Nickholz,SPD,-0.9091178414742644,0.0432241572589661,-0.035690111898739524
Britta Haßelmann,BÜNDNIS 90/DIE GRÜNEN,-0.93824121431784,0.04314327394429654,-0.03524673244512128
Bruno Hönel,BÜNDNIS 90/DIE GRÜNEN,-1.0416341861179894,0.04274852220520158,-0.03381699009841457
Canan Bayram,BÜNDNIS 90/DIE GRÜNEN,1.0888287773483063,0.025948448245649958,-0.027600428426121808
Cansel Kiziltepe,SPD,-1.0285248678626329,0.0423798338599464,-0.014288454999183225
Caren Lay,DIE LINKE.,1.3239725865557126,0.01544757044879354,-4.641619249595154e-4
Carina Konrad,FDP,-0.17753004930358193,0.04290579001320325,-0.028571293721084023
Carl-Julius Cronenberg,FDP,-0.22129720065533315,0.042788018757399064,-0.027842198021203114
Carlos Kasper,SPD,-0.16817116109550018,0.04297874305502735,-0.03328272437010517
Carmen Wegge,SPD,-0.6297897789914345,0.04284539360202964,-0.0344470480320348
Carolin Bachmann,AfD,1.7987610908917315,0.008362888983735606,0.02564291463796238
Carolin Wagner,SPD,-0.2422552091092288,0.042333491764543395,-0.0327801927123448
Carsten Brodesser,CDU/CSU,0.9673496973403034,0.028953362117742357,0.057957945214118366
Carsten Körber,CDU/CSU,0.9186476128464699,0.02883575691644144,0.04700448868188218
Carsten Linnemann,CDU/CSU,0.9910496505574888,0.028746318920712752,0.05454344281022125
Carsten Müller,CDU/CSU,0.936952594442511,0.028899459883760303,0.05690819626073374
Carsten Schneider,SPD,-1.0298000327409924,0.04271826596848408,-0.030176507852792675
Carsten Träger,SPD,-1.6696541974627388,0.0432548322806489,-0.03566544145099157
Catarina dos Santos-Wintz,CDU/CSU,0.9428486855529796,0.02903116291501679,0.05578136930508049
Cem Özdemir,BÜNDNIS 90/DIE GRÜNEN,-0.793770208981656,0.04339175562357525,-0.02720912803786453
Chantal Kopf,BÜNDNIS 90/DIE GRÜNEN,-1.016574805197702,0.042308575820489275,-0.03205497994552706
Christian Bartelt,FDP,-0.36284817554693843,0.04127223217135823,-0.012063787647196298
Christian Dürr,FDP,-0.13445077252495102,0.042652989398410335,-0.028868554762514383
Christian Görke,DIE LINKE.,1.3399623999857275,0.013852753508269979,0.003435329466802945
Christian Haase,CDU/CSU,0.9926213376089036,0.029512975557980648,0.05149717833136037
Christian Hirte,CDU/CSU,0.9580592358542556,0.029025812633852257,0.056492638012361644
Christian Kühn,BÜNDNIS 90/DIE GRÜNEN,-0.9777881454540902,0.04236906318443676,-0.02561519011726479
Christian Leye,DIE LINKE.,1.381532061292603,0.010353015665959822,0.002949544781242313
Christian Lindner,FDP,-0.03281271380032191,0.04036846734115561,-0.017881206238613712
Christian Petry,SPD,-0.802119404590693,0.0427807639764086,-0.022181296488870624
Christian Sauter,FDP,0.13649580497297462,0.041857225667749534,-0.024431140988280618
Christian Schreider,SPD,-1.6211753958907185,0.04306628761848864,-0.03131297265777295
Christian von Stetten,CDU/CSU,0.9782483861842906,0.029540714609344883,0.056512311719569934
Christian Wirth,AfD,1.4415865725002366,0.010152721709932585,0.033030716155612865
Christiane Schenderlein,CDU/CSU,0.9356732859191512,0.02948594989573939,0.05370266882221647
Christina Baum,AfD,1.667269648547498,0.007336275001488273,0.02526871771165643
Christina Stumpp,CDU/CSU,0.9311060050619447,0.030274530725582297,0.04548858614921841
Christina-Johanne Schröder,BÜNDNIS 90/DIE GRÜNEN,-0.8170033436912787,0.04239937644087553,-0.027745173274020075
Christine Aschenberg-Dugnus,FDP,-0.3579871666443536,0.0427367315896996,-0.028948208215547607
Christoph de Vries,CDU/CSU,0.983904582235875,0.029535185800566983,0.05535040280606725
Christoph Hoffmann,FDP,-0.23674774810608942,0.042585813285560985,-0.024928037178327235
Christoph Meyer,FDP,-0.15423586884863547,0.0428028510712273,-0.02940415868135517
Christoph Ploß,CDU/CSU,0.9956505028101351,0.02907091815295287,0.05849130461158194
Christoph Schmid,SPD,-1.427810707272491,0.04275734256160917,-0.0324204265883606
Christos Pantazis,SPD,-0.9808614789446788,0.042739899886079985,-0.028631993177487058
Clara Bünger,DIE LINKE.,1.339049871266083,0.01501151010342581,0.004352004107725784
Claudia Moll,SPD,-0.951096337720819,0.042743616872062754,-0.0303247638777754
Claudia Müller,BÜNDNIS 90/DIE GRÜNEN,-1.4982021964501986,0.042647100172199325,-0.027455734545680305
Claudia Raffelhüschen,FDP,-0.6348857114506807,0.04269443945254968,-0.03081110804563819
Claudia Roth,BÜNDNIS 90/DIE GRÜNEN,-1.4245271591320277,0.041585928888085134,-0.028504020320770932
Claudia Tausend,SPD,-1.214689361679826,0.043076259999722914,-0.035110157925866456
Corinna Miazga,AfD,1.435170286068653,0.016488798161367783,4.114719237825791e-4
Corinna Rüffer,BÜNDNIS 90/DIE GRÜNEN,0.2405238174899777,0.04089162421825516,-0.029982794899417464
Cornelia Möhring,DIE LINKE.,1.3141354618877332,0.016308416232181447,0.004484425967295592
Dagmar Andres,SPD,-0.8330228188904266,0.04198247348878839,-0.027093595155267134
Dagmar Schmidt,SPD,-0.7996756109302061,0.04312554454307948,-0.03286800315083687
Daniel Baldy,SPD,-0.7584202312792654,0.043309556232600445,-0.032609195851901765
Daniel Föst,FDP,-0.6652212287107321,0.04313341043962224,-0.02723587775613648
Daniel Rinkert,SPD,-0.966651498268225,0.04305645199979455,-0.024697316715472158
Daniel Schneider,SPD,-1.3155661508753846,0.04363502786019538,-0.03131434751877591
Daniela De Ridder,SPD,-0.688630188260936,0.04206302926856974,-0.02029506817778229
Daniela Kluckert,FDP,-0.25681536481383843,0.043539600797997,-0.022645641254900723
Daniela Ludwig,CDU/CSU,0.9778013398453751,0.029037336605263732,0.05326792848616277
Deborah Düring,BÜNDNIS 90/DIE GRÜNEN,0.12593714778564177,0.042831066778163736,-0.035424518097209
Denise Loop,BÜNDNIS 90/DIE GRÜNEN,-1.4376761802207996,0.042673303811303284,-0.028543466215598206
Dennis Rohde,SPD,-1.2620567534755898,0.04297013776410782,-0.03180142223653701
Derya Türk-Nachbaur,SPD,-0.4936483557550977,0.04309941099658646,-0.03095875418873247
Detlef Müller,SPD,-1.22382095721723,0.04321126439400259,-0.03569356288242223
Detlef Seif,CDU/CSU,0.9566102469212379,0.029169497710506365,0.0556904746917544
Diana Stöcker,CDU/CSU,0.9098249058571541,0.030090016004984524,0.04237247874660838
Dieter Janecek,BÜNDNIS 90/DIE GRÜNEN,-0.8958264957346358,0.04307327858828789,-0.03436433727844929
Dieter Stier,CDU/CSU,0.9518476254581006,0.028473136445980454,0.0540032214906912
Dietmar Bartsch,DIE LINKE.,1.3329698604713958,0.013040667627236657,0.006013733828304261
Dietmar Friedhoff,AfD,1.4072964884689745,0.013462272131722915,0.02596190481480435
Dietmar Nietan,SPD,-0.6697240159170496,0.04325754956189719,-0.027142877509774923
Dietrich Monstadt,CDU/CSU,0.9820004851746834,0.029031602236812788,0.05662673275495559
Dirk Brandes,AfD,1.4645155480011334,0.010934648145709438,0.03342596794864839
Dirk Heidenblut,SPD,-0.9229536175542081,0.04257832946070668,-0.030368914319898254
Dirk Spaniel,AfD,1.5095017201171204,0.010499306922157867,0.032244311270042195
Dirk Vöpel,SPD,-0.5942886510427429,0.042998334268929815,-0.035004799801304796
Dirk Wiese,SPD,-1.2251480935444743,0.04325171893228052,-0.0347846369578224
